segment_variable,segment_value,records,actual_failures,predicted_failures,true_negative,false_positive,false_negative,true_positive,failure_recall,failure_precision,failure_f1,balanced_accuracy,mean_fail_probability,mean_data_quality,mean_anomaly_score,roc_auc,pr_auc
data_quality_band,Acceptable,6,1,3,3,2,0,1,1.0,0.3333333333333333,0.5,0.8,0.37596296296296283,0.8839766289356126,0.2477367541287081,1.0,1.0
data_quality_band,High,308,20,116,188,100,4,16,0.8,0.13793103448275862,0.23529411764705882,0.726388888888889,0.3685840548340548,0.9457333055043835,0.251471269735056,0.7677083333333334,0.218574824591958
