lower_threshold,upper_threshold,total_records,total_failures,total_passes,low_risk_records,review_records,high_risk_records,low_risk_rate,review_rate,high_risk_rate,automation_coverage,low_risk_failures,low_risk_passes,review_failures,review_passes,high_risk_failures,high_risk_passes,low_risk_npv,high_risk_precision,low_risk_failure_leakage,high_risk_failure_capture,review_failure_capture,review_plus_high_failure_capture,high_risk_false_alarm_rate,operational_cost
0.13,0.2799999999999999,1253,83,1170,1136,111,6,0.9066241021548284,0.08858739026336791,0.004788507581803671,0.9114126097366321,55,1081,26,85,2,4,0.9515845070422535,0.3333333333333333,0.6626506024096386,0.024096385542168676,0.3132530120481928,0.3373493975903614,0.003418803418803419,1210.0
0.13,0.28499999999999986,1253,83,1170,1136,111,6,0.9066241021548284,0.08858739026336791,0.004788507581803671,0.9114126097366321,55,1081,26,85,2,4,0.9515845070422535,0.3333333333333333,0.6626506024096386,0.024096385542168676,0.3132530120481928,0.3373493975903614,0.003418803418803419,1210.0
0.13,0.28999999999999987,1253,83,1170,1136,111,6,0.9066241021548284,0.08858739026336791,0.004788507581803671,0.9114126097366321,55,1081,26,85,2,4,0.9515845070422535,0.3333333333333333,0.6626506024096386,0.024096385542168676,0.3132530120481928,0.3373493975903614,0.003418803418803419,1210.0
0.13,0.2949999999999999,1253,83,1170,1136,112,5,0.9066241021548284,0.0893854748603352,0.0039904229848363925,0.9106145251396648,55,1081,27,85,1,4,0.9515845070422535,0.2,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.003418803418803419,1210.5
0.13,0.2999999999999999,1253,83,1170,1136,112,5,0.9066241021548284,0.0893854748603352,0.0039904229848363925,0.9106145251396648,55,1081,27,85,1,4,0.9515845070422535,0.2,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.003418803418803419,1210.5
0.13,0.3049999999999999,1253,83,1170,1136,113,4,0.9066241021548284,0.09018355945730247,0.0031923383878691143,0.9098164405426975,55,1081,27,86,1,3,0.9515845070422535,0.25,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.002564102564102564,1208.5
0.13,0.3099999999999999,1253,83,1170,1136,114,3,0.9066241021548284,0.09098164405426976,0.0023942537909018356,0.9090183559457302,55,1081,27,87,1,2,0.9515845070422535,0.3333333333333333,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.0017094017094017094,1206.5
0.13,0.3149999999999999,1253,83,1170,1136,114,3,0.9066241021548284,0.09098164405426976,0.0023942537909018356,0.9090183559457302,55,1081,27,87,1,2,0.9515845070422535,0.3333333333333333,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.0017094017094017094,1206.5
0.13,0.31999999999999984,1253,83,1170,1136,115,2,0.9066241021548284,0.09177972865123703,0.0015961691939345571,0.9082202713487629,55,1081,27,88,1,1,0.9515845070422535,0.5,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.0008547008547008547,1204.5
0.13,0.32499999999999984,1253,83,1170,1136,115,2,0.9066241021548284,0.09177972865123703,0.0015961691939345571,0.9082202713487629,55,1081,27,88,1,1,0.9515845070422535,0.5,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.0008547008547008547,1204.5
0.13,0.32999999999999985,1253,83,1170,1136,116,1,0.9066241021548284,0.09257781324820431,0.0007980845969672786,0.9074221867517956,55,1081,27,89,1,0,0.9515845070422535,1.0,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.0,1202.5
0.13,0.33499999999999985,1253,83,1170,1136,116,1,0.9066241021548284,0.09257781324820431,0.0007980845969672786,0.9074221867517956,55,1081,27,89,1,0,0.9515845070422535,1.0,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.0,1202.5
0.13,0.33999999999999986,1253,83,1170,1136,116,1,0.9066241021548284,0.09257781324820431,0.0007980845969672786,0.9074221867517956,55,1081,27,89,1,0,0.9515845070422535,1.0,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.0,1202.5
0.13,0.34499999999999986,1253,83,1170,1136,116,1,0.9066241021548284,0.09257781324820431,0.0007980845969672786,0.9074221867517956,55,1081,27,89,1,0,0.9515845070422535,1.0,0.6626506024096386,0.012048192771084338,0.3253012048192771,0.3373493975903614,0.0,1202.5
0.13,0.34999999999999987,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.35499999999999987,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.3599999999999999,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.3649999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.36999999999999983,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.37499999999999983,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.37999999999999984,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.38499999999999984,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.38999999999999985,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.39499999999999985,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.3999999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4049999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4099999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4149999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4199999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4249999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4299999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.43499999999999983,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.43999999999999984,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4449999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4499999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4549999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4599999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4649999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4699999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4749999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.47999999999999976,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.48499999999999976,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.48999999999999977,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4949999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.4999999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5049999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5099999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5149999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5199999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5249999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5299999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5349999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5399999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5449999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5499999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5549999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5599999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5649999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5699999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5749999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5799999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5849999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5899999999999997,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5949999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.13,0.5999999999999998,1253,83,1170,1136,117,0,0.9066241021548284,0.09337589784517158,0.0,0.9066241021548284,55,1081,28,89,0,0,0.9515845070422535,0.0,0.6626506024096386,0.0,0.3373493975903614,0.3373493975903614,0.0,1203.0
0.135,0.13999999999999996,1253,83,1170,1148,8,97,0.9162011173184358,0.006384676775738229,0.07741420590582601,0.9936153232242618,58,1090,0,8,25,72,0.9494773519163763,0.25773195876288657,0.6987951807228916,0.30120481927710846,0.0,0.30120481927710846,0.06153846153846154,1384.0
0.135,0.14499999999999996,1253,83,1170,1148,15,90,0.9162011173184358,0.011971268954509178,0.07182761372705507,0.9880287310454908,58,1090,2,13,23,67,0.9494773519163763,0.25555555555555554,0.6987951807228916,0.27710843373493976,0.024096385542168676,0.30120481927710846,0.05726495726495726,1375.0
0.135,0.14999999999999997,1253,83,1170,1148,28,77,0.9162011173184358,0.0223463687150838,0.061452513966480445,0.9776536312849162,58,1090,6,22,19,58,0.9494773519163763,0.24675324675324675,0.6987951807228916,0.2289156626506024,0.07228915662650602,0.30120481927710846,0.04957264957264957,1359.0
0.135,0.15499999999999994,1253,83,1170,1148,31,74,0.9162011173184358,0.024740622505985636,0.05905826017557861,0.9752593774940144,58,1090,7,24,18,56,0.9494773519163763,0.24324324324324326,0.6987951807228916,0.21686746987951808,0.08433734939759036,0.30120481927710846,0.04786324786324787,1355.5
0.135,0.15999999999999995,1253,83,1170,1148,35,70,0.9162011173184358,0.027932960893854747,0.055865921787709494,0.9720670391061452,58,1090,8,27,17,53,0.9494773519163763,0.24285714285714285,0.6987951807228916,0.20481927710843373,0.0963855421686747,0.30120481927710846,0.0452991452991453,1350.0
0.135,0.16499999999999995,1253,83,1170,1148,40,65,0.9162011173184358,0.03192338387869114,0.05187549880287311,0.9680766161213089,58,1090,10,30,15,50,0.9494773519163763,0.23076923076923078,0.6987951807228916,0.18072289156626506,0.12048192771084337,0.30120481927710846,0.042735042735042736,1345.0
0.135,0.16999999999999993,1253,83,1170,1148,47,58,0.9162011173184358,0.03750997605746209,0.04628890662410216,0.9624900239425379,58,1090,10,37,15,43,0.9494773519163763,0.25862068965517243,0.6987951807228916,0.18072289156626506,0.12048192771084337,0.30120481927710846,0.03675213675213675,1331.0
0.135,0.17499999999999993,1253,83,1170,1148,54,51,0.9162011173184358,0.04309656823623304,0.040702314445331206,0.9569034317637669,58,1090,12,42,13,38,0.9494773519163763,0.2549019607843137,0.6987951807228916,0.1566265060240964,0.14457831325301204,0.30120481927710846,0.03247863247863248,1322.0
0.135,0.17999999999999994,1253,83,1170,1148,62,43,0.9162011173184358,0.04948124501197127,0.034317637669592976,0.9505187549880287,58,1090,15,47,10,33,0.9494773519163763,0.23255813953488372,0.6987951807228916,0.12048192771084337,0.18072289156626506,0.30120481927710846,0.028205128205128206,1313.5
0.135,0.18499999999999994,1253,83,1170,1148,66,39,0.9162011173184358,0.052673583399840386,0.03112529928172386,0.9473264166001596,58,1090,15,51,10,29,0.9494773519163763,0.2564102564102564,0.6987951807228916,0.12048192771084337,0.18072289156626506,0.30120481927710846,0.024786324786324785,1305.5
0.135,0.18999999999999995,1253,83,1170,1148,67,38,0.9162011173184358,0.053471667996807665,0.030327214684756583,0.9465283320031923,58,1090,16,51,9,29,0.9494773519163763,0.23684210526315788,0.6987951807228916,0.10843373493975904,0.1927710843373494,0.30120481927710846,0.024786324786324785,1306.0
0.135,0.19499999999999992,1253,83,1170,1148,69,36,0.9162011173184358,0.05506783719074222,0.028731045490822026,0.9449321628092577,58,1090,17,52,8,28,0.9494773519163763,0.2222222222222222,0.6987951807228916,0.0963855421686747,0.20481927710843373,0.30120481927710846,0.023931623931623933,1304.5
0.135,0.19999999999999993,1253,83,1170,1148,71,34,0.9162011173184358,0.05666400638467677,0.02713487629688747,0.9433359936153233,58,1090,17,54,8,26,0.9494773519163763,0.23529411764705882,0.6987951807228916,0.0963855421686747,0.20481927710843373,0.30120481927710846,0.022222222222222223,1300.5
0.135,0.20499999999999993,1253,83,1170,1148,75,30,0.9162011173184358,0.05985634477254589,0.023942537909018357,0.9401436552274541,58,1090,17,58,8,22,0.9494773519163763,0.26666666666666666,0.6987951807228916,0.0963855421686747,0.20481927710843373,0.30120481927710846,0.018803418803418803,1292.5
0.135,0.2099999999999999,1253,83,1170,1148,83,22,0.9162011173184358,0.06624102154828412,0.017557861133280128,0.9337589784517158,58,1090,18,65,7,15,0.9494773519163763,0.3181818181818182,0.6987951807228916,0.08433734939759036,0.21686746987951808,0.30120481927710846,0.01282051282051282,1279.0
0.135,0.2149999999999999,1253,83,1170,1148,83,22,0.9162011173184358,0.06624102154828412,0.017557861133280128,0.9337589784517158,58,1090,18,65,7,15,0.9494773519163763,0.3181818181818182,0.6987951807228916,0.08433734939759036,0.21686746987951808,0.30120481927710846,0.01282051282051282,1279.0
0.135,0.21999999999999992,1253,83,1170,1148,84,21,0.9162011173184358,0.0670391061452514,0.01675977653631285,0.9329608938547486,58,1090,18,66,7,14,0.9494773519163763,0.3333333333333333,0.6987951807228916,0.08433734939759036,0.21686746987951808,0.30120481927710846,0.011965811965811967,1277.0
0.135,0.22499999999999992,1253,83,1170,1148,85,20,0.9162011173184358,0.06783719074221868,0.01596169193934557,0.9321628092577813,58,1090,18,67,7,13,0.9494773519163763,0.35,0.6987951807228916,0.08433734939759036,0.21686746987951808,0.30120481927710846,0.011111111111111112,1275.0
0.135,0.22999999999999993,1253,83,1170,1148,86,19,0.9162011173184358,0.06863527533918595,0.015163607342378291,0.931364724660814,58,1090,19,67,6,13,0.9494773519163763,0.3157894736842105,0.6987951807228916,0.07228915662650602,0.2289156626506024,0.30120481927710846,0.011111111111111112,1275.5
0.135,0.2349999999999999,1253,83,1170,1148,89,16,0.9162011173184358,0.0710295291300878,0.012769353551476457,0.9289704708699122,58,1090,20,69,5,11,0.9494773519163763,0.3125,0.6987951807228916,0.060240963855421686,0.24096385542168675,0.30120481927710846,0.009401709401709401,1272.0
0.135,0.2399999999999999,1253,83,1170,1148,91,14,0.9162011173184358,0.07262569832402235,0.0111731843575419,0.9273743016759777,58,1090,20,71,5,9,0.9494773519163763,0.35714285714285715,0.6987951807228916,0.060240963855421686,0.24096385542168675,0.30120481927710846,0.007692307692307693,1268.0
0.135,0.2449999999999999,1253,83,1170,1148,93,12,0.9162011173184358,0.0742218675179569,0.009577015163607342,0.9257781324820431,58,1090,20,73,5,7,0.9494773519163763,0.4166666666666667,0.6987951807228916,0.060240963855421686,0.24096385542168675,0.30120481927710846,0.005982905982905983,1264.0
0.135,0.2499999999999999,1253,83,1170,1148,93,12,0.9162011173184358,0.0742218675179569,0.009577015163607342,0.9257781324820431,58,1090,20,73,5,7,0.9494773519163763,0.4166666666666667,0.6987951807228916,0.060240963855421686,0.24096385542168675,0.30120481927710846,0.005982905982905983,1264.0
0.135,0.2549999999999999,1253,83,1170,1148,94,11,0.9162011173184358,0.07501995211492418,0.008778930566640064,0.9249800478850758,58,1090,20,74,5,6,0.9494773519163763,0.45454545454545453,0.6987951807228916,0.060240963855421686,0.24096385542168675,0.30120481927710846,0.005128205128205128,1262.0
0.135,0.2599999999999999,1253,83,1170,1148,95,10,0.9162011173184358,0.07581803671189145,0.007980845969672785,0.9241819632881085,58,1090,21,74,4,6,0.9494773519163763,0.4,0.6987951807228916,0.04819277108433735,0.25301204819277107,0.30120481927710846,0.005128205128205128,1262.5
0.135,0.2649999999999999,1253,83,1170,1148,97,8,0.9162011173184358,0.07741420590582601,0.006384676775738229,0.922585794094174,58,1090,22,75,3,5,0.9494773519163763,0.375,0.6987951807228916,0.03614457831325301,0.26506024096385544,0.30120481927710846,0.004273504273504274,1261.0
0.135,0.2699999999999999,1253,83,1170,1148,98,7,0.9162011173184358,0.0782122905027933,0.00558659217877095,0.9217877094972067,58,1090,22,76,3,4,0.9494773519163763,0.42857142857142855,0.6987951807228916,0.03614457831325301,0.26506024096385544,0.30120481927710846,0.003418803418803419,1259.0
0.135,0.2749999999999999,1253,83,1170,1148,98,7,0.9162011173184358,0.0782122905027933,0.00558659217877095,0.9217877094972067,58,1090,22,76,3,4,0.9494773519163763,0.42857142857142855,0.6987951807228916,0.03614457831325301,0.26506024096385544,0.30120481927710846,0.003418803418803419,1259.0
0.135,0.2799999999999999,1253,83,1170,1148,99,6,0.9162011173184358,0.07901037509976057,0.004788507581803671,0.9209896249002394,58,1090,23,76,2,4,0.9494773519163763,0.3333333333333333,0.6987951807228916,0.024096385542168676,0.27710843373493976,0.30120481927710846,0.003418803418803419,1259.5
0.135,0.28499999999999986,1253,83,1170,1148,99,6,0.9162011173184358,0.07901037509976057,0.004788507581803671,0.9209896249002394,58,1090,23,76,2,4,0.9494773519163763,0.3333333333333333,0.6987951807228916,0.024096385542168676,0.27710843373493976,0.30120481927710846,0.003418803418803419,1259.5
0.135,0.28999999999999987,1253,83,1170,1148,99,6,0.9162011173184358,0.07901037509976057,0.004788507581803671,0.9209896249002394,58,1090,23,76,2,4,0.9494773519163763,0.3333333333333333,0.6987951807228916,0.024096385542168676,0.27710843373493976,0.30120481927710846,0.003418803418803419,1259.5
0.135,0.2949999999999999,1253,83,1170,1148,100,5,0.9162011173184358,0.07980845969672785,0.0039904229848363925,0.9201915403032721,58,1090,24,76,1,4,0.9494773519163763,0.2,0.6987951807228916,0.012048192771084338,0.2891566265060241,0.30120481927710846,0.003418803418803419,1260.0
0.135,0.2999999999999999,1253,83,1170,1148,100,5,0.9162011173184358,0.07980845969672785,0.0039904229848363925,0.9201915403032721,58,1090,24,76,1,4,0.9494773519163763,0.2,0.6987951807228916,0.012048192771084338,0.2891566265060241,0.30120481927710846,0.003418803418803419,1260.0
0.135,0.3049999999999999,1253,83,1170,1148,101,4,0.9162011173184358,0.08060654429369513,0.0031923383878691143,0.9193934557063048,58,1090,24,77,1,3,0.9494773519163763,0.25,0.6987951807228916,0.012048192771084338,0.2891566265060241,0.30120481927710846,0.002564102564102564,1258.0
0.135,0.3099999999999999,1253,83,1170,1148,102,3,0.9162011173184358,0.08140462889066241,0.0023942537909018356,0.9185953711093376,58,1090,24,78,1,2,0.9494773519163763,0.3333333333333333,0.6987951807228916,0.012048192771084338,0.2891566265060241,0.30120481927710846,0.0017094017094017094,1256.0
0.135,0.3149999999999999,1253,83,1170,1148,102,3,0.9162011173184358,0.08140462889066241,0.0023942537909018356,0.9185953711093376,58,1090,24,78,1,2,0.9494773519163763,0.3333333333333333,0.6987951807228916,0.012048192771084338,0.2891566265060241,0.30120481927710846,0.0017094017094017094,1256.0
0.135,0.31999999999999984,1253,83,1170,1148,103,2,0.9162011173184358,0.08220271348762968,0.0015961691939345571,0.9177972865123704,58,1090,24,79,1,1,0.9494773519163763,0.5,0.6987951807228916,0.012048192771084338,0.2891566265060241,0.30120481927710846,0.0008547008547008547,1254.0
