lower_threshold,upper_threshold,total_records,total_failures,low_risk_records,review_records,high_risk_records,low_risk_rate,review_rate,high_risk_rate,automation_coverage,low_risk_failures,low_risk_passes,review_failures,review_passes,high_risk_failures,high_risk_passes,low_risk_npv,high_risk_precision,high_risk_failure_capture,review_failure_capture,review_plus_high_failure_capture,low_risk_failure_leakage,operational_cost
0.05,0.4199999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.4299999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.43999999999999984,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.44999999999999984,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.45999999999999985,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.4699999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.4799999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.4899999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.4999999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5099999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5199999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5299999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5399999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5499999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5599999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5699999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5799999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5899999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.5999999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6099999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6199999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6299999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6399999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6499999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6599999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6699999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6799999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6899999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.6999999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7099999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7199999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7299999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7399999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7499999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7599999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7699999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7799999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7899999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.7999999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8099999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8199999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8299999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8399999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8499999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8599999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8699999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8799999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8899999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.05,0.8999999999999996,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.1,1253,83,668,387,198,0.533120510774142,0.3088587390263368,0.15802075019952114,0.6911412609736632,12,656,34,353,37,161,0.9820359281437125,0.18686868686868688,0.4457831325301205,0.40963855421686746,0.8554216867469879,0.14457831325301204,1093.0
0.06,0.11,1253,83,668,387,198,0.533120510774142,0.3088587390263368,0.15802075019952114,0.6911412609736632,12,656,34,353,37,161,0.9820359281437125,0.18686868686868688,0.4457831325301205,0.40963855421686746,0.8554216867469879,0.14457831325301204,1093.0
0.06,0.12,1253,83,668,449,136,0.533120510774142,0.3583399840383081,0.10853950518754989,0.641660015961692,12,656,41,408,30,106,0.9820359281437125,0.22058823529411764,0.3614457831325301,0.4939759036144578,0.8554216867469879,0.14457831325301204,986.5
0.06,0.13,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.13999999999999999,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.14999999999999997,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.15999999999999998,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.16999999999999998,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.17999999999999997,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.18999999999999995,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.19999999999999996,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.20999999999999996,1253,83,668,482,103,0.533120510774142,0.3846767757382282,0.08220271348762968,0.6153232242617718,12,656,45,437,26,77,0.9820359281437125,0.2524271844660194,0.3132530120481928,0.5421686746987951,0.8554216867469879,0.14457831325301204,930.5
0.06,0.21999999999999995,1253,83,668,505,80,0.533120510774142,0.4030327214684757,0.06384676775738228,0.5969672785315243,12,656,50,455,21,59,0.9820359281437125,0.2625,0.25301204819277107,0.6024096385542169,0.8554216867469879,0.14457831325301204,897.0
0.06,0.22999999999999993,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.23999999999999994,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.24999999999999994,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.2599999999999999,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.2699999999999999,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.2799999999999999,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.2899999999999999,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.29999999999999993,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.3099999999999999,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.3199999999999999,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.3299999999999999,1253,83,668,568,17,0.533120510774142,0.4533120510774142,0.013567438148443736,0.5466879489225858,12,656,64,504,7,10,0.9820359281437125,0.4117647058823529,0.08433734939759036,0.7710843373493976,0.8554216867469879,0.14457831325301204,806.0
0.06,0.33999999999999986,1253,83,668,574,11,0.533120510774142,0.4581005586592179,0.008778930566640064,0.5418994413407822,12,656,66,508,5,6,0.9820359281437125,0.45454545454545453,0.060240963855421686,0.7951807228915663,0.8554216867469879,0.14457831325301204,799.0
0.06,0.34999999999999987,1253,83,668,574,11,0.533120510774142,0.4581005586592179,0.008778930566640064,0.5418994413407822,12,656,66,508,5,6,0.9820359281437125,0.45454545454545453,0.060240963855421686,0.7951807228915663,0.8554216867469879,0.14457831325301204,799.0
0.06,0.3599999999999999,1253,83,668,574,11,0.533120510774142,0.4581005586592179,0.008778930566640064,0.5418994413407822,12,656,66,508,5,6,0.9820359281437125,0.45454545454545453,0.060240963855421686,0.7951807228915663,0.8554216867469879,0.14457831325301204,799.0
0.06,0.3699999999999999,1253,83,668,574,11,0.533120510774142,0.4581005586592179,0.008778930566640064,0.5418994413407822,12,656,66,508,5,6,0.9820359281437125,0.45454545454545453,0.060240963855421686,0.7951807228915663,0.8554216867469879,0.14457831325301204,799.0
0.06,0.3799999999999999,1253,83,668,574,11,0.533120510774142,0.4581005586592179,0.008778930566640064,0.5418994413407822,12,656,66,508,5,6,0.9820359281437125,0.45454545454545453,0.060240963855421686,0.7951807228915663,0.8554216867469879,0.14457831325301204,799.0
0.06,0.38999999999999985,1253,83,668,574,11,0.533120510774142,0.4581005586592179,0.008778930566640064,0.5418994413407822,12,656,66,508,5,6,0.9820359281437125,0.45454545454545453,0.060240963855421686,0.7951807228915663,0.8554216867469879,0.14457831325301204,799.0
0.06,0.39999999999999986,1253,83,668,574,11,0.533120510774142,0.4581005586592179,0.008778930566640064,0.5418994413407822,12,656,66,508,5,6,0.9820359281437125,0.45454545454545453,0.060240963855421686,0.7951807228915663,0.8554216867469879,0.14457831325301204,799.0
0.06,0.40999999999999986,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.4199999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.4299999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.43999999999999984,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.44999999999999984,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.45999999999999985,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.4699999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.4799999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.4899999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.4999999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5099999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5199999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5299999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5399999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5499999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5599999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5699999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5799999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5899999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.5999999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6099999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6199999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6299999999999998,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6399999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6499999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6599999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6699999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6799999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
0.06,0.6899999999999997,1253,83,668,584,1,0.533120510774142,0.46608140462889064,0.0007980845969672786,0.5339185953711093,12,656,70,514,1,0,0.9820359281437125,1.0,0.012048192771084338,0.8433734939759037,0.8554216867469879,0.14457831325301204,789.0
